value number,time,chieff,deltachi,J,phiz,thetaL 
val#0,0.000000000e+00,-9.270423263e-02,-3.089821777e-02,4.091362451e+00,0.000000000e+00,0.000000000e+00,3.609787551e-02,-2.756547864e-02,-9.268865694e-02 
val#1,1.880136179e+08,-9.270485684e-02,-3.103174326e-02,4.091310837e+00,3.886277133e-02,-3.900281399e-02,3.625083905e-02,-2.756547911e-02,-9.268865691e-02 
val#2,3.760272357e+08,-9.270546734e-02,-3.116233371e-02,4.091259218e+00,7.781168144e-02,-7.809793741e-02,3.639983456e-02,-2.756547959e-02,-9.268865689e-02 
val#3,5.640408536e+08,-9.270606360e-02,-3.128987188e-02,4.091207595e+00,1.168438091e-01,-1.172823210e-01,3.654477779e-02,-2.756548006e-02,-9.268865686e-02 
val#4,7.520544714e+08,-9.270664509e-02,-3.141424844e-02,4.091155967e+00,1.559559719e-01,-1.565526384e-01,3.668559349e-02,-2.756548053e-02,-9.268865683e-02 
val#5,9.400680893e+08,-9.270721132e-02,-3.153535678e-02,4.091104336e+00,1.951450406e-01,-1.959056111e-01,3.682220914e-02,-2.756548101e-02,-9.268865681e-02 
val#6,1.128081707e+09,-9.270776181e-02,-3.165309299e-02,4.091052700e+00,2.344079371e-01,-2.353380069e-01,3.695455496e-02,-2.756548148e-02,-9.268865678e-02 
val#7,1.316095325e+09,-9.270829608e-02,-3.176735603e-02,4.091001060e+00,2.737416329e-01,-2.748466384e-01,3.708256386e-02,-2.756548195e-02,-9.268865675e-02 
val#8,1.504108943e+09,-9.270881366e-02,-3.187804777e-02,4.090949416e+00,3.131431474e-01,-3.144283614e-01,3.720617141e-02,-2.756548243e-02,-9.268865673e-02 
val#9,1.692122561e+09,-9.270931413e-02,-3.198507310e-02,4.090897767e+00,3.526095459e-01,-3.540800730e-01,3.732531581e-02,-2.756548290e-02,-9.268865670e-02 
val#10,1.880136179e+09,-9.270979704e-02,-3.208833999e-02,4.090846114e+00,3.921379380e-01,-3.937987102e-01,3.743993789e-02,-2.756548337e-02,-9.268865667e-02 
val#11,2.068149796e+09,-9.271026197e-02,-3.218775959e-02,4.090794457e+00,4.317254757e-01,-4.335812482e-01,3.754998106e-02,-2.756548385e-02,-9.268865665e-02 
val#12,2.256163414e+09,-9.271070854e-02,-3.228324632e-02,4.090742795e+00,4.713693516e-01,-4.734246984e-01,3.765539129e-02,-2.756548432e-02,-9.268865662e-02 
val#13,2.444177032e+09,-9.271113635e-02,-3.237471790e-02,4.090691129e+00,5.110667968e-01,-5.133261072e-01,3.775611710e-02,-2.756548479e-02,-9.268865660e-02 
