value number,time,chieff,deltachi,J,phiz,thetaL 
val#0,0.000000000e+00,-9.270426775e-02,-3.089844510e-02,4.091362451e+00,0.000000000e+00,0.000000000e+00,3.609825102e-02,-2.756415383e-02,-9.268925891e-02 
val#1,1.880136179e+08,-9.270486887e-02,-3.103195059e-02,4.091310837e+00,3.886005816e-02,-3.899420837e-02,3.625111266e-02,-2.756415429e-02,-9.268925888e-02 
val#2,3.760272357e+08,-9.270545680e-02,-3.116252376e-02,4.091259218e+00,7.780614968e-02,-7.808038788e-02,3.640001191e-02,-2.756415476e-02,-9.268925886e-02 
val#3,5.640408536e+08,-9.270603103e-02,-3.129004748e-02,4.091207595e+00,1.168353605e-01,-1.172555014e-01,3.654486465e-02,-2.756415522e-02,-9.268925883e-02 
val#4,7.520544714e+08,-9.270659105e-02,-3.141441263e-02,4.091155967e+00,1.559445148e-01,-1.565162347e-01,3.668559578e-02,-2.756415569e-02,-9.268925881e-02 
val#5,9.400680893e+08,-9.270713638e-02,-3.153551272e-02,4.091104336e+00,1.951304896e-01,-1.958593213e-01,3.682213292e-02,-2.756415616e-02,-9.268925878e-02 
val#6,1.128081707e+09,-9.270766656e-02,-3.165324401e-02,4.091052700e+00,2.343902130e-01,-2.352815412e-01,3.695440641e-02,-2.756415662e-02,-9.268925876e-02 
val#7,1.316095325e+09,-9.270818114e-02,-3.176750558e-02,4.091001060e+00,2.737206625e-01,-2.747797190e-01,3.708234929e-02,-2.756415709e-02,-9.268925873e-02 
val#8,1.504108943e+09,-9.270867967e-02,-3.187819944e-02,4.090949416e+00,3.131188634e-01,-3.143507227e-01,3.720589724e-02,-2.756415755e-02,-9.268925871e-02 
val#9,1.692122561e+09,-9.270916172e-02,-3.198523061e-02,4.090897767e+00,3.525818866e-01,-3.539914617e-01,3.732498859e-02,-2.756415802e-02,-9.268925868e-02 
val#10,1.880136179e+09,-9.270962688e-02,-3.208850718e-02,4.090846114e+00,3.921068475e-01,-3.936988851e-01,3.743956425e-02,-2.756415849e-02,-9.268925865e-02 
val#11,2.068149796e+09,-9.271007475e-02,-3.218794042e-02,4.090794457e+00,4.316909033e-01,-4.334699805e-01,3.754956772e-02,-2.756415895e-02,-9.268925863e-02 
val#12,2.256163414e+09,-9.271050494e-02,-3.228344483e-02,4.090742795e+00,4.713312521e-01,-4.733017716e-01,3.765494508e-02,-2.756415942e-02,-9.268925860e-02 
val#13,2.444177032e+09,-9.271091709e-02,-3.237493824e-02,4.090691129e+00,5.110251302e-01,-5.131913171e-01,3.775564493e-02,-2.756415988e-02,-9.268925858e-02 
val#14,2.632190650e+09,-9.271131083e-02,-3.246234187e-02,4.090639459e+00,5.507698109e-01,-5.531357088e-01,3.785161838e-02,-2.756416035e-02,-9.268925855e-02 
val#15,2.820204268e+09,-9.271168583e-02,-3.254558037e-02,4.090587785e+00,5.905626023e-01,-5.931320696e-01,3.794281906e-02,-2.756416082e-02,-9.268925853e-02 
val#16,3.008217886e+09,-9.271204177e-02,-3.262458195e-02,4.090536106e+00,6.304008453e-01,-6.331775524e-01,3.802920307e-02,-2.756416128e-02,-9.268925850e-02 
val#17,3.196231503e+09,-9.271237833e-02,-3.269927839e-02,4.090484423e+00,6.702819123e-01,-6.732693378e-01,3.811072896e-02,-2.756416175e-02,-9.268925848e-02 
val#18,3.384245121e+09,-9.271269522e-02,-3.276960511e-02,4.090432735e+00,7.102032047e-01,-7.134046327e-01,3.818735776e-02,-2.756416221e-02,-9.268925845e-02 
val#19,3.572258739e+09,-9.271299217e-02,-3.283550123e-02,4.090381043e+00,7.501621514e-01,-7.535806686e-01,3.825905292e-02,-2.756416268e-02,-9.268925842e-02 
val#20,3.760272357e+09,-9.271326893e-02,-3.289690965e-02,4.090329347e+00,7.901562069e-01,-7.937946997e-01,3.832578031e-02,-2.756416315e-02,-9.268925840e-02 
val#21,3.948285975e+09,-9.271352525e-02,-3.295377706e-02,4.090277646e+00,8.301828494e-01,-8.340440016e-01,3.838750821e-02,-2.756416361e-02,-9.268925837e-02 
val#22,4.136299593e+09,-9.271376090e-02,-3.300605399e-02,4.090225941e+00,8.702395788e-01,-8.743258692e-01,3.844420730e-02,-2.756416408e-02,-9.268925835e-02 
val#23,4.324313211e+09,-9.271397569e-02,-3.305369490e-02,4.090174231e+00,9.103239152e-01,-9.146376153e-01,3.849585066e-02,-2.756416455e-02,-9.268925832e-02 
val#24,4.512326828e+09,-9.271416941e-02,-3.309665815e-02,4.090122517e+00,9.504333967e-01,-9.549765686e-01,3.854241374e-02,-2.756416501e-02,-9.268925830e-02 
val#25,4.700340446e+09,-9.271434192e-02,-3.313490612e-02,4.090070799e+00,9.905655778e-01,-9.953400727e-01,3.858387437e-02,-2.756416548e-02,-9.268925827e-02 
val#26,4.888354064e+09,-9.271449304e-02,-3.316840517e-02,4.090019076e+00,1.030718027e+00,-1.035725484e+00,3.862021273e-02,-2.756416595e-02,-9.268925824e-02 
val#27,5.076367682e+09,-9.271462265e-02,-3.319712570e-02,4.089967349e+00,1.070888327e+00,-1.076130169e+00,3.865141138e-02,-2.756416641e-02,-9.268925822e-02 
val#28,5.264381300e+09,-9.271473063e-02,-3.322104218e-02,4.089915617e+00,1.111074069e+00,-1.116551505e+00,3.867745522e-02,-2.756416688e-02,-9.268925819e-02 
val#29,5.452394918e+09,-9.271481688e-02,-3.324013319e-02,4.089863881e+00,1.151272855e+00,-1.156986876e+00,3.869833152e-02,-2.756416735e-02,-9.268925817e-02 
val#30,5.640408536e+09,-9.271488133e-02,-3.325438141e-02,4.089812140e+00,1.191482292e+00,-1.197433675e+00,3.871402988e-02,-2.756416782e-02,-9.268925814e-02 
val#31,5.828422153e+09,-9.271492391e-02,-3.326377362e-02,4.089760395e+00,1.231699996e+00,-1.237889295e+00,3.872454225e-02,-2.756416828e-02,-9.268925812e-02 
val#32,6.016435771e+09,-9.271494459e-02,-3.326830079e-02,4.089708645e+00,1.271923584e+00,-1.278351136e+00,3.872986294e-02,-2.756416875e-02,-9.268925809e-02 
val#33,6.204449389e+09,-9.271494334e-02,-3.326795801e-02,4.089656890e+00,1.312150673e+00,-1.318816598e+00,3.872998858e-02,-2.756416922e-02,-9.268925807e-02 
val#34,6.392463007e+09,-9.271492015e-02,-3.326274454e-02,4.089605132e+00,1.352378884e+00,-1.359283079e+00,3.872491816e-02,-2.756416968e-02,-9.268925804e-02 
val#35,6.580476625e+09,-9.271487504e-02,-3.325266378e-02,4.089553368e+00,1.392605833e+00,-1.399747978e+00,3.871465303e-02,-2.756417015e-02,-9.268925801e-02 
val#36,6.768490243e+09,-9.271480805e-02,-3.323772331e-02,4.089501600e+00,1.432829133e+00,-1.440208688e+00,3.869919686e-02,-2.756417062e-02,-9.268925799e-02 
val#37,6.956503861e+09,-9.271471922e-02,-3.321793486e-02,4.089449828e+00,1.473046392e+00,-1.480662597e+00,3.867855571e-02,-2.756417109e-02,-9.268925796e-02 
val#38,7.144517478e+09,-9.271460863e-02,-3.319331429e-02,4.089398051e+00,1.513255210e+00,-1.521107089e+00,3.865273796e-02,-2.756417155e-02,-9.268925794e-02 
val#39,7.332531096e+09,-9.271447637e-02,-3.316388162e-02,4.089346269e+00,1.553453177e+00,-1.561539535e+00,3.862175438e-02,-2.756417202e-02,-9.268925791e-02 
val#40,7.520544714e+09,-9.271432254e-02,-3.312966097e-02,4.089294482e+00,1.593637873e+00,-1.601957299e+00,3.858561811e-02,-2.756417249e-02,-9.268925789e-02 
val#41,7.708558332e+09,-9.271414727e-02,-3.309068057e-02,4.089242692e+00,1.633806865e+00,-1.642357732e+00,3.854434465e-02,-2.756417296e-02,-9.268925786e-02 
val#42,7.896571950e+09,-9.271395070e-02,-3.304697272e-02,4.089190896e+00,1.673957704e+00,-1.682738172e+00,3.849795190e-02,-2.756417342e-02,-9.268925783e-02 
val#43,8.084585568e+09,-9.271373300e-02,-3.299857378e-02,4.089139096e+00,1.714087926e+00,-1.723095941e+00,3.844646014e-02,-2.756417389e-02,-9.268925781e-02 
val#44,8.272599186e+09,-9.271349435e-02,-3.294552413e-02,4.089087291e+00,1.754195047e+00,-1.763428344e+00,3.838989208e-02,-2.756417436e-02,-9.268925778e-02 
val#45,8.460612803e+09,-9.271323495e-02,-3.288786814e-02,4.089035481e+00,1.794276563e+00,-1.803732669e+00,3.832827283e-02,-2.756417483e-02,-9.268925776e-02 
val#46,8.648626421e+09,-9.271295502e-02,-3.282565414e-02,4.088983667e+00,1.834329947e+00,-1.844006183e+00,3.826162992e-02,-2.756417530e-02,-9.268925773e-02 
val#47,8.836640039e+09,-9.271265478e-02,-3.275893436e-02,4.088931848e+00,1.874352650e+00,-1.884246129e+00,3.818999336e-02,-2.756417576e-02,-9.268925771e-02 
val#48,9.024653657e+09,-9.271233449e-02,-3.268776492e-02,4.088880025e+00,1.914342095e+00,-1.924449729e+00,3.811339556e-02,-2.756417623e-02,-9.268925768e-02 
