 ,f,|hNSNS/hBHBH|,arg(hNSNS/hBHBH) 
val#7523,1.687815326e+01,1.015671221e+00,-4.467271014e-02 
val#7524,1.688071019e+01,1.015028620e+00,-4.466507890e-02 
val#7525,1.688326854e+01,1.014351010e+00,-4.466482470e-02 
val#7526,1.688582830e+01,1.013642075e+00,-4.467133981e-02 
val#7527,1.688838950e+01,1.012905196e+00,-4.468404365e-02 
val#7528,1.689095211e+01,1.012143468e+00,-4.470238600e-02 
val#7529,1.689351616e+01,1.011359718e+00,-4.472584811e-02 
val#7530,1.689608163e+01,1.010556523e+00,-4.475394336e-02 
val#7531,1.689864853e+01,1.009736233e+00,-4.478621662e-02 
val#7532,1.690121686e+01,1.008900989e+00,-4.482224314e-02 
val#7533,1.690378662e+01,1.008052743e+00,-4.486162675e-02 
val#7534,1.690635782e+01,1.007193279e+00,-4.490399795e-02 
val#7535,1.690893045e+01,1.006324232e+00,-4.494901148e-02 
val#7536,1.691150451e+01,1.005447104e+00,-4.499634400e-02 
val#7537,1.691408002e+01,1.004563287e+00,-4.504569111e-02 
val#7538,1.691665696e+01,1.003674076e+00,-4.509676527e-02 
val#7539,1.691923534e+01,1.002780687e+00,-4.514929265e-02 
val#7540,1.692181516e+01,1.001884276e+00,-4.520301053e-02 
val#7541,1.692439643e+01,1.000985953e+00,-4.525766477e-02 
val#7542,1.692697914e+01,1.000086797e+00,-4.531300678e-02 
val#7543,1.692956330e+01,9.991878751e-01,-4.536879091e-02 
val#7544,1.693214890e+01,9.982902568e-01,-4.542477185e-02 
val#7545,1.693473596e+01,9.973950300e-01,-4.548070175e-02 
val#7546,1.693732446e+01,9.965033177e-01,-4.553632740e-02 
val#7547,1.693991441e+01,9.956162953e-01,-4.559138756e-02 
val#7548,1.694250582e+01,9.947352077e-01,-4.564561006e-02 
val#7549,1.694509868e+01,9.938613881e-01,-4.569870901e-02 
val#7550,1.694769300e+01,9.929962768e-01,-4.575038193e-02 
val#7551,1.695028877e+01,9.921414413e-01,-4.580030687e-02 
val#7552,1.695288600e+01,9.912985979e-01,-4.584813980e-02 
val#7553,1.695548469e+01,9.904696337e-01,-4.589351169e-02 
val#7554,1.695808485e+01,9.896566304e-01,-4.593602624e-02 
val#7555,1.696068646e+01,9.888618890e-01,-4.597525741e-02 
val#7556,1.696328954e+01,9.880879552e-01,-4.601074776e-02 
val#7557,1.696589409e+01,9.873376466e-01,-4.604200722e-02 
val#7558,1.696850010e+01,9.866140792e-01,-4.606851248e-02 
val#7559,1.697110758e+01,9.859206950e-01,-4.608970784e-02 
val#7560,1.697371653e+01,9.852612882e-01,-4.610500712e-02 
val#7561,1.697632695e+01,9.846400311e-01,-4.611379763e-02 
val#7562,1.697893884e+01,9.840614953e-01,-4.611544642e-02 
val#7563,1.698155221e+01,9.835306709e-01,-4.610930937e-02 
val#7564,1.698416706e+01,9.830529780e-01,-4.609474373e-02 
val#7565,1.698678338e+01,9.826342701e-01,-4.607112505e-02 
val#7566,1.698940117e+01,9.822808263e-01,-4.603786871e-02 
val#7567,1.699202045e+01,9.819993281e-01,-4.599445719e-02 
val#7568,1.699464121e+01,9.817968182e-01,-4.594047327e-02 
val#7569,1.699726346e+01,9.816806355e-01,-4.587563939e-02 
val#7570,1.699988718e+01,9.816583231e-01,-4.579986364e-02 
val#7571,1.700251239e+01,9.817375039e-01,-4.571329085e-02 
val#7572,1.700513909e+01,9.819257190e-01,-4.561635838e-02 
val#7573,1.700776728e+01,9.822302278e-01,-4.550985343e-02 
val#7574,1.701039696e+01,9.826577648e-01,-4.539496887e-02 
val#7575,1.701302813e+01,9.832142561e-01,-4.527335291e-02 
val#7576,1.701566079e+01,9.839044997e-01,-4.514714656e-02 
val#7577,1.701829495e+01,9.847318150e-01,-4.501900208e-02 
val#7578,1.702093060e+01,9.856976786e-01,-4.489207531e-02 
val#7579,1.702356775e+01,9.868013621e-01,-4.476998462e-02 
val#7580,1.702620640e+01,9.880395978e-01,-4.465673127e-02 
val#7581,1.702884655e+01,9.894062996e-01,-4.455657813e-02 
val#7582,1.703148820e+01,9.908923706e-01,-4.447388771e-02 
val#7583,1.703413135e+01,9.924856272e-01,-4.441292595e-02 
val#7584,1.703677601e+01,9.941708654e-01,-4.437764311e-02 
val#7585,1.703942218e+01,9.959300870e-01,-4.437144802e-02 
val#7586,1.704206985e+01,9.977428893e-01,-4.439699590e-02 
val#7587,1.704471903e+01,9.995870096e-01,-4.445601090e-02 
val#7588,1.704736972e+01,1.001438996e+00,-4.454916259e-02 
val#7589,1.705002192e+01,1.003274967e+00,-4.467601068e-02 
val#7590,1.705267564e+01,1.005071405e+00,-4.483502483e-02 
val#7591,1.705533088e+01,1.006805927e+00,-4.502367840e-02 
val#7592,1.705798762e+01,1.008457992e+00,-4.523860536e-02 
val#7593,1.706064589e+01,1.010009477e+00,-4.547580373e-02 
val#7594,1.706330568e+01,1.011445109e+00,-4.573086486e-02 
val#7595,1.706596699e+01,1.012752731e+00,-4.599920667e-02 
val#7596,1.706862982e+01,1.013923396e+00,-4.627629133e-02 
val#7597,1.707129417e+01,1.014951312e+00,-4.655781217e-02 
val#7598,1.707396005e+01,1.015833660e+00,-4.683984014e-02 
val#7599,1.707662746e+01,1.016570304e+00,-4.711892597e-02 
val#7600,1.707929640e+01,1.017163448e+00,-4.739215861e-02 
val#7601,1.708196686e+01,1.017617248e+00,-4.765718483e-02 
val#7602,1.708463886e+01,1.017937422e+00,-4.791219688e-02 
val#7603,1.708731239e+01,1.018130870e+00,-4.815589610e-02 
val#7604,1.708998746e+01,1.018205325e+00,-4.838744040e-02 
val#7605,1.709266406e+01,1.018169040e+00,-4.860638268e-02 
val#7606,1.709534220e+01,1.018030526e+00,-4.881260602e-02 
val#7607,1.709802188e+01,1.017798331e+00,-4.900625995e-02 
val#7608,1.710070310e+01,1.017480863e+00,-4.918770111e-02 
val#7609,1.710338586e+01,1.017086258e+00,-4.935744016e-02 
val#7610,1.710607016e+01,1.016622278e+00,-4.951609564e-02 
val#7611,1.710875601e+01,1.016096248e+00,-4.966435544e-02 
val#7612,1.711144341e+01,1.015515011e+00,-4.980294545e-02 
val#7613,1.711413236e+01,1.014884909e+00,-4.993260456e-02 
val#7614,1.711682286e+01,1.014211777e+00,-5.005406569e-02 
val#7615,1.711951490e+01,1.013500956e+00,-5.016804175e-02 
val#7616,1.712220850e+01,1.012757307e+00,-5.027521575e-02 
val#7617,1.712490366e+01,1.011985237e+00,-5.037623431e-02 
val#7618,1.712760037e+01,1.011188728e+00,-5.047170398e-02 
val#7619,1.713029864e+01,1.010371369e+00,-5.056218961e-02 
val#7620,1.713299847e+01,1.009536388e+00,-5.064821431e-02 
val#7621,1.713569986e+01,1.008686687e+00,-5.073026076e-02 
val#7622,1.713840281e+01,1.007824873e+00,-5.080877326e-02 
val#7623,1.714110733e+01,1.006953291e+00,-5.088416047e-02 
val#7624,1.714381341e+01,1.006074057e+00,-5.095679856e-02 
val#7625,1.714652106e+01,1.005189085e+00,-5.102703462e-02 
val#7626,1.714923028e+01,1.004300115e+00,-5.109519013e-02 
val#7627,1.715194107e+01,1.003408744e+00,-5.116156468e-02 
val#7628,1.715465342e+01,1.002516447e+00,-5.122643950e-02 
val#7629,1.715736736e+01,1.001624605e+00,-5.129008112e-02 
val#7630,1.716008287e+01,1.000734526e+00,-5.135274494e-02 
val#7631,1.716279995e+01,9.998474709e-01,-5.141467879e-02 
val#7632,1.716551861e+01,9.989646726e-01,-5.147612636e-02 
val#7633,1.716823885e+01,9.980873606e-01,-5.153733072e-02 
val#7634,1.717096068e+01,9.972167810e-01,-5.159853774e-02 
val#7635,1.717368408e+01,9.963542193e-01,-5.165999950e-02 
val#7636,1.717640908e+01,9.955010219e-01,-5.172197773e-02 
val#7637,1.717913565e+01,9.946586190e-01,-5.178474714e-02 
val#7638,1.718186382e+01,9.938285475e-01,-5.184859881e-02 
val#7639,1.718459357e+01,9.930124747e-01,-5.191384352e-02 
val#7640,1.718732492e+01,9.922122233e-01,-5.198081490e-02 
val#7641,1.719005785e+01,9.914297969e-01,-5.204987247e-02 
val#7642,1.719279238e+01,9.906674067e-01,-5.212140445e-02 
val#7643,1.719552851e+01,9.899274984e-01,-5.219583011e-02 
val#7644,1.719826624e+01,9.892127804e-01,-5.227360155e-02 
val#7645,1.720100556e+01,9.885262520e-01,-5.235520471e-02 
val#7646,1.720374648e+01,9.878712309e-01,-5.244115923e-02 
val#7647,1.720648901e+01,9.872513806e-01,-5.253201687e-02 
val#7648,1.720923314e+01,9.866707339e-01,-5.262835792e-02 
val#7649,1.721197887e+01,9.861337151e-01,-5.273078524e-02 
val#7650,1.721472621e+01,9.856451549e-01,-5.283991507e-02 
val#7651,1.721747517e+01,9.852102986e-01,-5.295636415e-02 
val#7652,1.722022573e+01,9.848348039e-01,-5.308073207e-02 
val#7653,1.722297790e+01,9.845247244e-01,-5.321357853e-02 
val#7654,1.722573168e+01,9.842864760e-01,-5.335539434e-02 
val#7655,1.722848709e+01,9.841267810e-01,-5.350656587e-02 
val#7656,1.723124410e+01,9.840525852e-01,-5.366733268e-02 
val#7657,1.723400274e+01,9.840709437e-01,-5.383773859e-02 
val#7658,1.723676300e+01,9.841888698e-01,-5.401757704e-02 
val#7659,1.723952488e+01,9.844131443e-01,-5.420633284e-02 
val#7660,1.724228838e+01,9.847500823e-01,-5.440312320e-02 
val#7661,1.724505350e+01,9.852052571e-01,-5.460664264e-02 
val#7662,1.724782026e+01,9.857831866e-01,-5.481511749e-02 
val#7663,1.725058864e+01,9.864869881e-01,-5.502627720e-02 
val#7664,1.725335865e+01,9.873180166e-01,-5.523735007e-02 
val#7665,1.725613029e+01,9.882755061e-01,-5.544509149e-02 
val#7666,1.725890357e+01,9.893562382e-01,-5.564585096e-02 
val#7667,1.726167848e+01,9.905542690e-01,-5.583568254e-02 
val#7668,1.726445503e+01,9.918607466e-01,-5.601049760e-02 
val#7669,1.726723321e+01,9.932638510e-01,-5.616625566e-02 
val#7670,1.727001304e+01,9.947488824e-01,-5.629918077e-02 
val#7671,1.727279451e+01,9.962985156e-01,-5.640598701e-02 
val#7672,1.727557762e+01,9.978932211e-01,-5.648409189e-02 
val#7673,1.727836237e+01,9.995118413e-01,-5.653179506e-02 
val#7674,1.728114878e+01,1.001132286e+00,-5.654840173e-02 
val#7675,1.728393683e+01,1.002732307e+00,-5.653427629e-02 
val#7676,1.728672653e+01,1.004290283e+00,-5.649081890e-02 
val#7677,1.728951788e+01,1.005785977e+00,-5.642036791e-02 
val#7678,1.729231089e+01,1.007201182e+00,-5.632603979e-02 
val#7679,1.729510555e+01,1.008520243e+00,-5.621152521e-02 
val#7680,1.729790187e+01,1.009730407e+00,-5.608086341e-02 
val#7681,1.730069984e+01,1.010821994e+00,-5.593821702e-02 
val#7682,1.730349948e+01,1.011788414e+00,-5.578766707e-02 
val#7683,1.730630078e+01,1.012626027e+00,-5.563304190e-02 
val#7684,1.730910374e+01,1.013333893e+00,-5.547778813e-02 
val#7685,1.731190837e+01,1.013913446e+00,-5.532488643e-02 
val#7686,1.731471466e+01,1.014368112e+00,-5.517680885e-02 
val#7687,1.731752262e+01,1.014702916e+00,-5.503551228e-02 
val#7688,1.732033226e+01,1.014924102e+00,-5.490246029e-02 
val#7689,1.732314356e+01,1.015038775e+00,-5.477866508e-02 
val#7690,1.732595654e+01,1.015054580e+00,-5.466474183e-02 
val#7691,1.732877120e+01,1.014979434e+00,-5.456096902e-02 
val#7692,1.733158753e+01,1.014821300e+00,-5.446734965e-02 
val#7693,1.733440554e+01,1.014588008e+00,-5.438366939e-02 
val#7694,1.733722523e+01,1.014287123e+00,-5.430954934e-02 
val#7695,1.734004661e+01,1.013925843e+00,-5.424449245e-02 
val#7696,1.734286967e+01,1.013510935e+00,-5.418792246e-02 
val#7697,1.734569441e+01,1.013048693e+00,-5.413921613e-02 
val#7698,1.734852084e+01,1.012544924e+00,-5.409772863e-02 
val#7699,1.735134896e+01,1.012004941e+00,-5.406281344e-02 
val#7700,1.735417878e+01,1.011433579e+00,-5.403383684e-02 
val#7701,1.735701028e+01,1.010835208e+00,-5.401018855e-02 
val#7702,1.735984348e+01,1.010213763e+00,-5.399128863e-02 
val#7703,1.736267838e+01,1.009572773e+00,-5.397659192e-02 
val#7704,1.736551498e+01,1.008915388e+00,-5.396558997e-02 
val#7705,1.736835327e+01,1.008244421e+00,-5.395781174e-02 
val#7706,1.737119327e+01,1.007562368e+00,-5.395282269e-02 
val#7707,1.737403497e+01,1.006871451e+00,-5.395022335e-02 
val#7708,1.737687838e+01,1.006173640e+00,-5.394964686e-02 
val#7709,1.737972349e+01,1.005470688e+00,-5.395075668e-02 
val#7710,1.738257031e+01,1.004764153e+00,-5.395324328e-02 
val#7711,1.738541884e+01,1.004055427e+00,-5.395682145e-02 
val#7712,1.738826909e+01,1.003345761e+00,-5.396122704e-02 
val#7713,1.739112105e+01,1.002636282e+00,-5.396621390e-02 
val#7714,1.739397472e+01,1.001928021e+00,-5.397155085e-02 
val#7715,1.739683011e+01,1.001221926e+00,-5.397701860e-02 
val#7716,1.739968722e+01,1.000518887e+00,-5.398240684e-02 
val#7717,1.740254606e+01,9.998197486e-01,-5.398751136e-02 
val#7718,1.740540661e+01,9.991253314e-01,-5.399213114e-02 
val#7719,1.740826889e+01,9.984364450e-01,-5.399606556e-02 
val#7720,1.741113290e+01,9.977539063e-01,-5.399911175e-02 
val#7721,1.741399864e+01,9.970785547e-01,-5.400106168e-02 
val#7722,1.741686610e+01,9.964112681e-01,-5.400169953e-02 
val#7723,1.741973530e+01,9.957529793e-01,-5.400079894e-02 
val#7724,1.742260623e+01,9.951046916e-01,-5.399812049e-02 
val#7725,1.742547890e+01,9.944674962e-01,-5.399340896e-02 
val#7726,1.742835331e+01,9.938425888e-01,-5.398639056e-02 
val#7727,1.743122945e+01,9.932312874e-01,-5.397677094e-02 
val#7728,1.743410734e+01,9.926350503e-01,-5.396423253e-02 
val#7729,1.743698696e+01,9.920554947e-01,-5.394843265e-02 
val#7730,1.743986834e+01,9.914944161e-01,-5.392900198e-02 
val#7731,1.744275146e+01,9.909538068e-01,-5.390554331e-02 
val#7732,1.744563633e+01,9.904358756e-01,-5.387763121e-02 
val#7733,1.744852294e+01,9.899430662e-01,-5.384481280e-02 
val#7734,1.745141132e+01,9.894780751e-01,-5.380660937e-02 
val#7735,1.745430144e+01,9.890438668e-01,-5.376252012e-02 
val#7736,1.745719332e+01,9.886436875e-01,-5.371202769e-02 
val#7737,1.746008696e+01,9.882810736e-01,-5.365460618e-02 
val#7738,1.746298236e+01,9.879598551e-01,-5.358973245e-02 
val#7739,1.746587951e+01,9.876841522e-01,-5.351690087e-02 
val#7740,1.746877844e+01,9.874583611e-01,-5.343564217e-02 
val#7741,1.747167912e+01,9.872871290e-01,-5.334554705e-02 
val#7742,1.747458158e+01,9.871753135e-01,-5.324629465e-02 
val#7743,1.747748580e+01,9.871279247e-01,-5.313768632e-02 
val#7744,1.748039179e+01,9.871500466e-01,-5.301968381e-02 
val#7745,1.748329956e+01,9.872467344e-01,-5.289245191e-02 
val#7746,1.748620910e+01,9.874228874e-01,-5.275640343e-02 
val#7747,1.748912041e+01,9.876830937e-01,-5.261224462e-02 
val#7748,1.749203351e+01,9.880314487e-01,-5.246101807e-02 
val#7749,1.749494838e+01,9.884713486e-01,-5.230413829e-02 
val#7750,1.749786504e+01,9.890052649e-01,-5.214341594e-02 
val#7751,1.750078348e+01,9.896345065e-01,-5.198106476e-02 
val#7752,1.750370370e+01,9.903589811e-01,-5.181968547e-02 
val#7753,1.750662571e+01,9.911769718e-01,-5.166222257e-02 
val#7754,1.750954952e+01,9.920849456e-01,-5.151189004e-02 
val#7755,1.751247511e+01,9.930774128e-01,-5.137206566e-02 
val#7756,1.751540250e+01,9.941468584e-01,-5.124615614e-02 
val#7757,1.751833168e+01,9.952837611e-01,-5.113744010e-02 
val#7758,1.752126266e+01,9.964767131e-01,-5.104889896e-02 
val#7759,1.752419543e+01,9.977126451e-01,-5.098304919e-02 
val#7760,1.752713001e+01,9.989771529e-01,-5.094179184e-02 
val#7761,1.753006639e+01,1.000254910e+00,-5.092629331e-02 
val#7762,1.753300458e+01,1.001530145e+00,-5.093691138e-02 
val#7763,1.753594457e+01,1.002787149e+00,-5.097317325e-02 
val#7764,1.753888637e+01,1.004010780e+00,-5.103380884e-02 
val#7765,1.754182998e+01,1.005186936e+00,-5.111683514e-02 
val#7766,1.754477540e+01,1.006302948e+00,-5.121968214e-02 
val#7767,1.754772264e+01,1.007347898e+00,-5.133934717e-02 
val#7768,1.755067169e+01,1.008312818e+00,-5.147256239e-02 
val#7769,1.755362256e+01,1.009190795e+00,-5.161596040e-02 
val#7770,1.755657526e+01,1.009976967e+00,-5.176622560e-02 
val#7771,1.755952977e+01,1.010668438e+00,-5.192022161e-02 
val#7772,1.756248611e+01,1.011264117e+00,-5.207508943e-02 
val#7773,1.756544427e+01,1.011764514e+00,-5.222831478e-02 
val#7774,1.756840426e+01,1.012171505e+00,-5.237776545e-02 
val#7775,1.757136608e+01,1.012488086e+00,-5.252170313e-02 
val#7776,1.757432973e+01,1.012718127e+00,-5.265877371e-02 
val#7777,1.757729522e+01,1.012866145e+00,-5.278798204e-02 
val#7778,1.758026254e+01,1.012937096e+00,-5.290865617e-02 
val#7779,1.758323170e+01,1.012936195e+00,-5.302040563e-02 
val#7780,1.758620270e+01,1.012868763e+00,-5.312307744e-02 
val#7781,1.758917554e+01,1.012740101e+00,-5.321671312e-02 
val#7782,1.759215022e+01,1.012555396e+00,-5.330150809e-02 
val#7783,1.759512675e+01,1.012319642e+00,-5.337777513e-02 
val#7784,1.759810512e+01,1.012037589e+00,-5.344591261e-02 
val#7785,1.760108535e+01,1.011713708e+00,-5.350637750e-02 
val#7786,1.760406743e+01,1.011352164e+00,-5.355966284e-02 
val#7787,1.760705136e+01,1.010956815e+00,-5.360627984e-02 
val#7788,1.761003714e+01,1.010531205e+00,-5.364674378e-02 
val#7789,1.761302479e+01,1.010078571e+00,-5.368156328e-02 
val#7790,1.761601429e+01,1.009601857e+00,-5.371123242e-02 
val#7791,1.761900565e+01,1.009103730e+00,-5.373622533e-02 
val#7792,1.762199888e+01,1.008586592e+00,-5.375699256e-02 
val#7793,1.762499397e+01,1.008052605e+00,-5.377395929e-02 
val#7794,1.762799093e+01,1.007503708e+00,-5.378752432e-02 
val#7795,1.763098976e+01,1.006941637e+00,-5.379806045e-02 
val#7796,1.763399047e+01,1.006367945e+00,-5.380591517e-02 
val#7797,1.763699304e+01,1.005784020e+00,-5.381141223e-02 
val#7798,1.763999749e+01,1.005191107e+00,-5.381485326e-02 
val#7799,1.764300382e+01,1.004590318e+00,-5.381651980e-02 
val#7800,1.764601202e+01,1.003982658e+00,-5.381667559e-02 
val#7801,1.764902211e+01,1.003369033e+00,-5.381556878e-02 
val#7802,1.765203408e+01,1.002750273e+00,-5.381343439e-02 
val#7803,1.765504794e+01,1.002127138e+00,-5.381049666e-02 
val#7804,1.765806369e+01,1.001500337e+00,-5.380697161e-02 
val#7805,1.766108132e+01,1.000870544e+00,-5.380306930e-02 
val#7806,1.766410085e+01,1.000238403e+00,-5.379899655e-02 
val#7807,1.766712227e+01,9.996045490e-01,-5.379495925e-02 
val#7808,1.767014559e+01,9.989696160e-01,-5.379116499e-02 
val#7809,1.767317080e+01,9.983342511e-01,-5.378782554e-02 
val#7810,1.767619791e+01,9.976991274e-01,-5.378515950e-02 
val#7811,1.767922693e+01,9.970649571e-01,-5.378339494e-02 
val#7812,1.768225785e+01,9.964325051e-01,-5.378277203e-02 
val#7813,1.768529068e+01,9.958026027e-01,-5.378354595e-02 
val#7814,1.768832541e+01,9.951761626e-01,-5.378598954e-02 
val#7815,1.769136206e+01,9.945541945e-01,-5.379039623e-02 
val#7816,1.769440061e+01,9.939378207e-01,-5.379708291e-02 
val#7817,1.769744108e+01,9.933282938e-01,-5.380639271e-02 
val#7818,1.770048347e+01,9.927270146e-01,-5.381869778e-02 
val#7819,1.770352778e+01,9.921355511e-01,-5.383440181e-02 
val#7820,1.770657401e+01,9.915556585e-01,-5.385394242e-02 
val#7821,1.770962216e+01,9.909892999e-01,-5.387779282e-02 
val#7822,1.771267223e+01,9.904386678e-01,-5.390646321e-02 
val#7823,1.771572423e+01,9.899062053e-01,-5.394050099e-02 
val#7824,1.771877817e+01,9.893946284e-01,-5.398048998e-02 
val#7825,1.772183403e+01,9.889069465e-01,-5.402704800e-02 
val#7826,1.772489182e+01,9.884464816e-01,-5.408082255e-02 
val#7827,1.772795155e+01,9.880168859e-01,-5.414248386e-02 
val#7828,1.773101322e+01,9.876221545e-01,-5.421271494e-02 
val#7829,1.773407683e+01,9.872666333e-01,-5.429219797e-02 
val#7830,1.773714238e+01,9.869550197e-01,-5.438159611e-02 
val#7831,1.774020988e+01,9.866923536e-01,-5.448153044e-02 
val#7832,1.774327932e+01,9.864839957e-01,-5.459255120e-02 
val#7833,1.774635071e+01,9.863355910e-01,-5.471510291e-02 
val#7834,1.774942404e+01,9.862530139e-01,-5.484948334e-02 
val#7835,1.775249934e+01,9.862422906e-01,-5.499579650e-02 
val#7836,1.775557658e+01,9.863094972e-01,-5.515390051e-02 
val#7837,1.775865578e+01,9.864606293e-01,-5.532335210e-02 
val#7838,1.776173695e+01,9.867014419e-01,-5.550335012e-02 
val#7839,1.776482007e+01,9.870372582e-01,-5.569268187e-02 
val#7840,1.776790515e+01,9.874727501e-01,-5.588967694e-02 
val#7841,1.777099221e+01,9.880116927e-01,-5.609217427e-02 
val#7842,1.777408122e+01,9.886567012e-01,-5.629750909e-02 
val#7843,1.777717221e+01,9.894089614e-01,-5.650252601e-02 
val#7844,1.778026517e+01,9.902679667e-01,-5.670362450e-02 
val#7845,1.778336011e+01,9.912312823e-01,-5.689684129e-02 
val#7846,1.778645702e+01,9.922943549e-01,-5.707797047e-02 
val#7847,1.778955591e+01,9.934503911e-01,-5.724272022e-02 
val#7848,1.779265678e+01,9.946903229e-01,-5.738689842e-02 
val#7849,1.779575963e+01,9.960028787e-01,-5.750661671e-02 
val#7850,1.779886447e+01,9.973747656e-01,-5.759849717e-02 
val#7851,1.780197129e+01,9.987909667e-01,-5.765986415e-02 
val#7852,1.780508011e+01,1.000235140e+00,-5.768890311e-02 
val#7853,1.780819091e+01,1.001690100e+00,-5.768477056e-02 
val#7854,1.781130371e+01,1.003138350e+00,-5.764764339e-02 
val#7855,1.781441851e+01,1.004562638e+00,-5.757870314e-02 
val#7856,1.781753530e+01,1.005946482e+00,-5.748005677e-02 
val#7857,1.782065409e+01,1.007274650e+00,-5.735460323e-02 
val#7858,1.782377489e+01,1.008533553e+00,-5.720585961e-02 
val#7859,1.782689769e+01,1.009711539e+00,-5.703776444e-02 
val#7860,1.783002250e+01,1.010799073e+00,-5.685447552e-02 
val#7861,1.783314932e+01,1.011788809e+00,-5.666017865e-02 
val#7862,1.783627815e+01,1.012675567e+00,-5.645891959e-02 
val#7863,1.783940899e+01,1.013456215e+00,-5.625446805e-02 
val#7864,1.784254185e+01,1.014129500e+00,-5.605021734e-02 
val#7865,1.784567673e+01,1.014695824e+00,-5.584912004e-02 
val#7866,1.784881362e+01,1.015156999e+00,-5.565365660e-02 
val#7867,1.785195254e+01,1.015515999e+00,-5.546583203e-02 
val#7868,1.785509349e+01,1.015776707e+00,-5.528719474e-02 
val#7869,1.785823646e+01,1.015943691e+00,-5.511887120e-02 
val#7870,1.786138146e+01,1.016021988e+00,-5.496161098e-02 
val#7871,1.786452850e+01,1.016016930e+00,-5.481583715e-02 
val#7872,1.786767757e+01,1.015933984e+00,-5.468169797e-02 
val#7873,1.787082867e+01,1.015778630e+00,-5.455911712e-02 
val#7874,1.787398181e+01,1.015556257e+00,-5.444784039e-02 
val#7875,1.787713700e+01,1.015272088e+00,-5.434747757e-02 
